hero,category,ability_name,hotkey_or_tier,field,value
Chen,talents,Freshest Ingredients,1,description,"Increase the healing duration of Regeneration Globes by 150%. Quest Gather 15 Regeneration Globes. Reduce Fortifying Brew's cooldown by 2 seconds, and 50% of its Shield persists indefinitely after drinking."
Chen,talents,Freshest Ingredients,1,slot,2
Chen,talents,Stormstout Secret Recipe,1,icon,Stormstout_Secret_Recipe_Icon.png
Chen,talents,Stormstout Secret Recipe,1,description,Chen heals for 3.5% of his maximum Health when his Basic Abilities hit an enemy Hero.
Chen,talents,Stormstout Secret Recipe,1,slot,3
Chen,talents,Stormstout Secret Recipe,1,type,Healing
Chen,talents,Stormstout Secret Recipe,1,scaling,-
Chen,talents,Stormstout Secret Recipe,1,affects,Self
Chen,talents,Stormstout Secret Recipe,1,notes,Damage over Time ticks from Ignited enemies do not trigger healing.
Chen,talents,Deadly Strike,2,icon,Deadly_Strike_Icon.png
Chen,talents,Deadly Strike,2,description,"Flying Kick no longer costs Brew. Additionally, its damage is increased by 125% while Chen has Shields from Fortifying Brew."
Chen,talents,Deadly Strike,2,slot,1
Chen,talents,Deadly Strike,2,type,Offensive damage modifier
Chen,talents,Deadly Strike,2,affects,Ability
Chen,talents,Deadly Strike,2,notes,Stacks additively with other offensive damage modifiers that can affect Flying Kick 's damage.
Chen,talents,Eye of the Tiger,2,icon,Eye_of_the_Tiger_Icon.png
Chen,talents,Eye of the Tiger,2,description,Basic Attacks against Brew-soaked enemies deal 50% more damage and heal Chen for 60% of the damage done.
Chen,talents,Eye of the Tiger,2,slot,2
Chen,talents,Eye of the Tiger,2,type,Offensive damage modifier / Healing
Chen,talents,Eye of the Tiger,2,scaling,-
Chen,talents,Eye of the Tiger,2,affects,Self
Chen,talents,Eye of the Tiger,2,props,Lifesteal
Chen,talents,Eye of the Tiger,2,notes,Stacks additively with other offensive damage modifiers affecting Chen's Basic Attack damage.
Chen,talents,Withering Flames,2,icon,Withering_Flames_Icon.png
Chen,talents,Withering Flames,2,description,Igniting an enemy Hero reduces their Spell Power by 60% for 4 seconds.
Chen,talents,Withering Flames,2,slot,3
Chen,talents,Withering Flames,2,type,Offensive damage modifier
Chen,talents,Withering Flames,2,affects,Enemy Heroes
Chen,talents,Withering Flames,2,notes,Stacks additively with other offensive damage modifiers that can affect the target's Spell Damage output.
Chen,talents,Gift of the Ox,3,icon,Gift_of_the_Ox_Icon.png
Chen,talents,Gift of the Ox,3,description,Increase the duration of Stagger's damage prevention by 2 seconds and reduce the amount of damage taken over time to 50% of damage taken.
Chen,talents,Gift of the Ox,3,slot,1
Chen,talents,Brewmaster's Balance,3,icon,Brewmaster's_Balance_Icon.png
Chen,talents,Brewmaster's Balance,3,description,"While at or below 50 Brew, gain 20% Movement Speed. While at or above 50 Brew, regenerate an additional 18 Health per second."
Chen,talents,Brewmaster's Balance,3,slot,2
Chen,talents,Brewmaster's Balance,3,type,Health regeneration
Chen,talents,Brewmaster's Balance,3,scaling,4.00%
Chen,talents,Brewmaster's Balance,3,affects,Self
Chen,talents,Elusive Brawler,3,icon,Elusive_Brawler_Icon.png
Chen,talents,Elusive Brawler,3,description,cooldown 25 Active Activate to gain 20% Movement Speed and Evade enemy Basic Attacks for 2 seconds. Chen's Basic Attacks reduce this cooldown by 2 seconds.
Chen,talents,Elusive Brawler,3,slot,3
Chen,talents,Elusive Brawler,3,type,Status effect
Chen,talents,Elusive Brawler,3,affects,Self
Chen,talents,Elusive Brawler,3,target,No target
Chen,talents,Elusive Brawler,3,props,"Evade, Movement Speed"
Chen,talents,Elusive Brawler,3,cast,Instant
Chen,talents,Elusive Brawler,3,notes,"Can be activated while casting Fortifying Brew or Storm, Earth, Fire without interrupting the channel. Buff is removed upon successfully casting Storm, Earth, Fire."
Chen,talents,Wandering Keg,4,icon,Wandering_Keg_Icon.png
Chen,talents,Wandering Keg,4,description,"cooldown 60 Roll around inside an Unstoppable barrel with 70% increased Movement Speed and 25 Armor, dealing 59 damage to enemies in the way and knocking them back. Lasts for 5 seconds."
Chen,talents,Wandering Keg,4,slot,1
Chen,talents,"Storm, Earth, Fire",4,icon,"Storm,_Earth,_Fire_Icon.png"
Chen,talents,"Storm, Earth, Fire",4,description,"cooldown 100 After 1 second, Chen splits into three elemental spirits for 12 seconds, each with 70% of Chen's maximum Health and a unique Ability. The last spirit Ability that is cast is empowered. If all three spirits are killed, Chen will die as well. Storm can grant the spirits a Shield. Earth can leap to an area and Slow Enemies. Fire can grant the spirits Attack Speed and damage."
Chen,talents,"Storm, Earth, Fire",4,slot,2
Chen,talents,Pressure Point,5,icon,Pressure_Point_Icon.png
Chen,talents,Pressure Point,5,description,"Flying Kick Slows the target enemy by 40% for 1.5 seconds, or by 80% if Chen has Shields from Fortifying Brew."
Chen,talents,Pressure Point,5,slot,1
Chen,talents,Pressure Point,5,type,Crowd control
Chen,talents,Pressure Point,5,affects,Enemies
Chen,talents,Pressure Point,5,props,Slow
Chen,talents,A Touch of Honey,5,icon,A_Touch_of_Honey_Icon.png
Chen,talents,A Touch of Honey,5,description,Increase the Slows from Keg Smash by 30% and its duration by 0.5 seconds.
Chen,talents,A Touch of Honey,5,slot,2
Chen,talents,A Touch of Honey,5,nohr2,True
Chen,talents,A Touch of Honey,5,notes,Also increases the duration of Brew-soaked debuff.
Chen,talents,Ring of Fire,5,icon,Ring_of_Fire_Icon.png
Chen,talents,Ring of Fire,5,description,"After Igniting an enemy, become bathed in a fiery aura, dealing 60 damage every second to nearby enemies for 6 seconds."
Chen,talents,Ring of Fire,5,slot,3
Chen,talents,Ring of Fire,5,type,Spell Damage
Chen,talents,Ring of Fire,5,scaling,4.00%
Chen,talents,Ring of Fire,5,affects,Enemies
Chen,talents,Ring of Fire,5,props,Area of Effect
Chen,talents,Ring of Fire,5,radius,3.0
Chen,talents,Ring of Fire,5,tickrate,1.0 per second
Chen,talents,Ring of Fire,5,notes,Ring of Fire does not affect unaggroed neutral mercenaries. Damaging enemy Heroes with Ring of Fire does not trigger tower aggro. Damage from Ring of Fire is unaffected by offensive damage modifiers and lifesteal effects.
Chen,talents,Enough to Share,5,icon,Enough_to_Share_Icon.png
Chen,talents,Enough to Share,5,description,"Fortifying Brew instantly grants Chen a Shield that absorbs 190 damage, and each second grants nearby allied Heroes a Shield that absorbs 140 damage, up to 420."
Chen,talents,Enough to Share,5,slot,4
Chen,talents,Enough to Share,5,type,Shield
Chen,talents,Enough to Share,5,scaling,4.00%
Chen,talents,Enough to Share,5,affects,Allied Heroes
Chen,talents,Enough to Share,5,properties,Area of Effect
Chen,talents,Enough to Share,5,tickrate,2.0 per second
Chen,talents,Enough to Share,5,prop2,Shield per tick
Chen,talents,Enough to Share,5,val2,70
Chen,talents,Enough to Share,5,prop3,Shield duration
Chen,talents,Enough to Share,5,val3,4.0 seconds
Chen,talents,Enough to Share,5,notes,Does not increase Fortifting Brew 's Shield cap. Allied Shield does not benefit from talents enhancing Fortifying Brew. Subsequent applications refresh the duration.
Chen,talents,Flying Leap,6,icon,Flying_Leap_Icon.png
Chen,talents,Flying Leap,6,description,Increase Flying Kick's range by 15% and reduce its cooldown by 0.5 seconds each time an enemy Hero takes damage from being Ignited.
Chen,talents,Flying Leap,6,slot,1
Chen,talents,Flying Leap,6,prop1,Bonus range
Chen,talents,Flying Leap,6,val1,1.05
Chen,talents,Celerity,6,icon,Celerity_Icon.png
Chen,talents,Celerity,6,description,"Basic Attacks against Stunned, Rooted or Slowed enemy Heroes reduce the cooldown of Stagger by 2 seconds and grant Chen 30 Armor for 3 seconds. Flying"
Chen,talents,Celerity,6,slot,2
Chen,talents,Celerity,6,type,Defensive damage modifier
Chen,talents,Celerity,6,affects,Self
Chen,talents,Celerity,6,props,"Armor, Attack Modifier"
Chen,talents,Celerity,6,notes,"Does not stack with other positive Armor effects. Other defensive damage modifiers, like Stagger 's damage reduction, may stack."
Chen,talents,Combo Strikes,6,icon,Combo_Strikes_Icon.png
Chen,talents,Combo Strikes,6,description,"Every 3rd Basic Attack against the same target deals 75% bonus damage. While Chen has Shields from Fortifying Brew and for 2 seconds after, he gains 35% Attack Speed."
Chen,talents,Combo Strikes,6,slot,3
Chen,talents,Combo Strikes,6,type,"Offensive damage modifier, Status effect"
Chen,talents,Combo Strikes,6,affects,Self
Chen,talents,Combo Strikes,6,props,"Attack Modifier, Attack Speed"
Chen,talents,Combo Strikes,6,notes,Changes target and progresses in the cycle even if the attack misses due to Blinds or Evasion. Stacks additively with other damage modifiers affecting Chen's Basic Attack damage.
Chen,talents,Untapped Potential,7,icon,Untapped_Potential_Icon.png
Chen,talents,Untapped Potential,7,description,"Increase Wandering Keg's Movement Speed bonus from 70% to 125%, and its Armor bonus to 75 for its duration and 5 seconds afterwards."
Chen,talents,Untapped Potential,7,slot,1
Chen,talents,Untapped Potential,7,type,Defensive damage mdifier
Chen,talents,Untapped Potential,7,affects,Self
Chen,talents,Untapped Potential,7,props,Armor
Chen,talents,Untapped Potential,7,notes,"Does not stack with other positive Armor effects. Other defensive damage modifiers, like Stagger 's damage reduction, may stack."
Chen,talents,Elemental Conduit,7,icon,Elemental_Conduit_Icon.png
Chen,talents,Elemental Conduit,7,description,Increases the spirits' Health to 100% of Chen's maximum Health and all of their Abilities are empowered.
Chen,talents,Elemental Conduit,7,slot,2
Chen,talents,Purifying Brew,7,icon,Purifying_Brew_Icon.png
Chen,talents,Purifying Brew,7,description,Casting Fortifying Brew grants Chen Unstoppable for 1.5 seconds.
Chen,talents,Purifying Brew,7,slot,3
Chen,talents,Purifying Brew,7,type,Status Effect
Chen,talents,Purifying Brew,7,affects,Self
Chen,talents,Purifying Brew,7,props,Unstoppable
Chen,talents,Energizing Brew,7,icon,Energizing_Brew_Icon.png
Chen,talents,Energizing Brew,7,description,"If Chen Channels Fortifying Brew for its full duration, then he gains 20% bonus Health and 20% bonus damage for 25 seconds."
Chen,talents,Energizing Brew,7,slot,4
Chen,talents,Energizing Brew,7,type,Bonus Health / Offensive damage modifier
Chen,talents,Energizing Brew,7,scaling,-
Chen,talents,Energizing Brew,7,affects,Self
Chen,talents,Energizing Brew,7,notes,"Does not stack with itself. Subsequent applications refresh the duration. Stacks additively with other damage modifiers affecting Chen's damage output. Energizing Brew buff is removed upon successfully casting Storm, Earth, Fire. Health increase is based on Chen's maximum Health regardless of Chen's current Health. Upon expiration, Chen retains any Health gained through Energizing Brew that does not exceed his base maximum Health."
Deathwing,abilities,Aspect of Death,TRAIT,icon,Aspect of Death_Icon.png
Deathwing,abilities,Aspect of Death,TRAIT,description,"Deathwing is fitted with 4 Armor Plates which grant 10 Armor each. Every 25% Health lost causes Deathwing to lose a plate. Plates are only restored when Dragonflight is used, based on the amount of Health Deathwing has when landing. Deathwing is also a mighty Dragon Aspect who is permanently Unstoppable and deals 100% additional Spell Damage to Heroes, but views his allies with contempt and ignores any of their friendly effects.; trait"
Deathwing,abilities,Aspect of Death,TRAIT,type,"Defensive damage modifier, Offensive damage modifier, Status effect"
Deathwing,abilities,Aspect of Death,TRAIT,affects,Self
Deathwing,abilities,Aspect of Death,TRAIT,props,"Armor, Unstoppable"
Deathwing,abilities,Aspect of Death,TRAIT,notes,"Deathwing uses Energy instead of Mana as a resource. Deathwing has 100 max Energy, which regenerates at 5 Energy per second (even while channeling Molten Flame). Deathwing can still be affected by allied and enemy Time Stop and pathing blockers and by enemy non-crowd control debuffs, like Attack Slows, Damage over time, Damage modifier, Healing modifier, Revealed, Armor debuffs and hero specific debuffs that are not tied to applying a crowd control effect on the target. Deathwing cannot be eaten by Zagara's Devouring Maw (but its pathing blocking properties still work). Damage bonus stacks additively with other offensive damage modifiers that can affect Deathwing's damage. Armor bonus stacks additively with itself, but not with other Armor effects. Other defensive damage modifiers may stack. Deathwing does not heal while in the Hall of Storms or after casting Hearthstone. Deathwing can heal himself by using Dragonflight, benefiting from Regeneration Globes, using Healing Fountains, and by selecting certain talents."
Deathwing,abilities,Molten Flame,Q,icon,Molten_Flame_Icon.png
Deathwing,abilities,Molten Flame,Q,description,"After 1.5 seconds, Deathwing breathes a stream of flame, dealing 20 damage every 0.125 seconds. Drains 30 Energy per second."
Deathwing,abilities,Molten Flame,Q,type,Spell Damage
Deathwing,abilities,Molten Flame,Q,scaling,4.00%
Deathwing,abilities,Molten Flame,Q,affects,Enemies
Deathwing,abilities,Molten Flame,Q,target,Point target
Deathwing,abilities,Molten Flame,Q,props,"Area of Effect, Stationary channel"
Deathwing,abilities,Molten Flame,Q,cast,1.5 + 0 seconds
Deathwing,abilities,Molten Flame,Q,aoe,Rectangle
Deathwing,abilities,Molten Flame,Q,width,3.5
Deathwing,abilities,Molten Flame,Q,height,12.0
Deathwing,abilities,Molten Flame,Q,tickrate,8.0 per second
Deathwing,abilities,Molten Flame,Q,notes,Molten Flame is usable in both forms. Molten Flame can be canceled 0.75 seconds after successfully casting it to end its effect early.
Deathwing,abilities,Molten Flame,Q,cooldown,3
Deathwing,abilities,Molten Flame,Q,cost,10
Deathwing,abilities,Destroyer Incinerate,W,icon,Incinerate_Icon.png
Deathwing,abilities,Destroyer Incinerate,W,description,"After 0.75 seconds, Deathwing flaps his wings, dealing 100 damage to nearby enemies. World Breaker : Lava burst Create a lava pool that damages and Slows."
Deathwing,abilities,Destroyer Incinerate,W,type,Spell Damage
Deathwing,abilities,Destroyer Incinerate,W,scaling,4.00%
Deathwing,abilities,Destroyer Incinerate,W,affects,Enemies
Deathwing,abilities,Destroyer Incinerate,W,target,No target
Deathwing,abilities,Destroyer Incinerate,W,props,Area of Effect
Deathwing,abilities,Destroyer Incinerate,W,cast,0.75 + 0 seconds
Deathwing,abilities,Destroyer Incinerate,W,aoe,Circle
Deathwing,abilities,Destroyer Incinerate,W,radius,7.0
Deathwing,abilities,Destroyer Incinerate,W,cooldown,7
Deathwing,abilities,Destroyer Incinerate,W,cost,30
Deathwing,abilities,World Breaker Lava Burst,W,icon,Lava_Burst_Icon.png
Deathwing,abilities,World Breaker Lava Burst,W,description,"After a 0.75 second delay, deal 35 damage to all enemies in the area and create a pool of magma that deals 28 damage per second and Slows enemies by 45%. Lasts 6 seconds. Destroyer : Incinerate Damage enemies near Deathwing."
Deathwing,abilities,World Breaker Lava Burst,W,type,"Spell damage, Crowd control"
Deathwing,abilities,World Breaker Lava Burst,W,scaling,4.00%
Deathwing,abilities,World Breaker Lava Burst,W,affects,Enemies
Deathwing,abilities,World Breaker Lava Burst,W,target,Point target
Deathwing,abilities,World Breaker Lava Burst,W,props,"Area of Effect, Slow"
Deathwing,abilities,World Breaker Lava Burst,W,cast,0.75 + 0 seconds
Deathwing,abilities,World Breaker Lava Burst,W,range,9.0
Deathwing,abilities,World Breaker Lava Burst,W,aoe,Circle
Deathwing,abilities,World Breaker Lava Burst,W,radius,3.0
Deathwing,abilities,World Breaker Lava Burst,W,tickrate,4.0 per second (x24)
Deathwing,abilities,World Breaker Lava Burst,W,prop1,Damage per tick
Deathwing,abilities,World Breaker Lava Burst,W,val1,7
Deathwing,abilities,World Breaker Lava Burst,W,cooldown,9
Deathwing,abilities,World Breaker Lava Burst,W,cost,25
Deathwing,abilities,Destroyer Onslaught,E,icon,Onslaught_Icon.png
Deathwing,abilities,Destroyer Onslaught,E,description,"After 0.5 seconds, Deathwing lunges in a direction, dealing 60 damage to enemies and Slowing them by 35% for 2 seconds. Deathwing bites enemies at the end of the lunge, dealing an additional 120 damage. World Breaker : Earth Shatter Damage and Stun enemies in two lines."
Deathwing,abilities,Destroyer Onslaught,E,type,"Spell Damage, Crowd Control / Movement: Dash"
Deathwing,abilities,Destroyer Onslaught,E,scaling,4.00%
Deathwing,abilities,Destroyer Onslaught,E,affects,Enemies / Self
Deathwing,abilities,Destroyer Onslaught,E,target,Point target
Deathwing,abilities,Destroyer Onslaught,E,props,"Area of Effect, Piercing Skillshot, Slow"
Deathwing,abilities,Destroyer Onslaught,E,cast,0.5 + 0.1875 seconds
Deathwing,abilities,Destroyer Onslaught,E,range,- Dash: 2.0 - Bite: 3.0
